# subjectId=q
# testId=1
# testType=SPATIAL_WORKING_MEMORY
# total=3
# hits=0
# misses=0
# false positives=3
# CV'=NaN
# n=0
# mean=NaN ms
# sd=NaN ms
# median=NaN ms
# Q10=NaN ms
# Q25=NaN ms
# Q75=NaN ms
# Q90=NaN ms
# max=0 ms
# min=0 ms
# reaction speed=NaN
# performance score=0.000000
# lapse probability=0.000000
timepoint (ms)	duration (ms)	type
1620495537235	0	FALSE_POSITIVE
1620495538123	0	FALSE_POSITIVE
1620495538898	0	FALSE_POSITIVE
