# subjectId=q
# testId=1
# testType=PVT_AUDITORY_GO_NOGO
# total=3
# hits=0
# correct rejections=1
# misses=2
# false positives=0
# CV'=NaN
# mean=NaN ms
# sd=NaN ms
# median=NaN ms
# Q10=NaN ms
# Q25=NaN ms
# Q75=NaN ms
# Q90=NaN ms
# max=0 ms
# min=0 ms
# reaction speed=NaN
# performance score=0.333333
# lapse probability=0.666667
timepoint (ms)	duration (ms)	type
3001	1500	FALSE_NEGATIVE
7505	1501	FALSE_NEGATIVE
12008	1500	TRUE_NEGATIVE
