Expected, Response 
b,b
b,b
b,b
f,f
f,f
f,f
h,ho
h,bi
h,hh
i,i
i,i
i,i
j,j
j,j
j,j
l,l
l,l
l,l
m,m
m,m
m,m
o,io
o,o
o,o
r,r
r,mbr
r,r
s,s
s,sb
s,s

